,,,average,average,average,average,biolRSD,biolRSD,biolRSD,biolRSD,bioln,bioln,bioln,bioln,techRSD,techRSD,techRSD,techRSD,techn,techn,techn,techn,combRSD,combRSD,combRSD,combRSD,combASD,combASD,combASD,combASD,neff,neff,neff,neff
1.21_384.1866m/z,384.1866418,1.20815,0.0001156421111111,0.0,0.0,18.99164270888889,1.7320508075688774,0.0,0.0,0.0486401096165068,3,3,1,3,0.5773502691896257,0.0,0.0,0.2313825261358952,3.0,3.0,3.0,3.0,1.8257418583505538,0.0,0.0,0.2364397040780884,0.00021113264284356096,0.0,0.0,4.490378382046474,3.4390243902439024,0.0,0.0,3.1764171107527766
1.21_385.1339m/z,385.1339485,1.20815,16.054058665555555,4.254516628888889,0.0,22.84045866888889,0.3934870198664284,0.212788196686444,0.0,0.1504917177730304,3,3,1,3,0.1390054685233814,0.5494281119283027,0.0,0.1491904023320112,3.0,3.0,3.0,3.0,0.4173182898972531,0.5891944219238402,0.0,0.21190925715094375,6.699652308219822,2.5067374657235546,0.0,4.840104629511078,3.491531415165538,3.5867738880698536,0.0,4.999698342343537
1.21_415.1951m/z,415.1951373,1.20815,1.5800840635555555,1.1420318576666666,0.0,38.06832364555556,0.2243480059792429,1.1736444886352564,0.0,0.1769360022800516,3,3,1,3,0.7360247377123832,1.4428413746671858,0.0,0.1675663133106133,3.0,3.0,3.0,3.0,0.7694572387803268,1.8599012388176441,0.0,0.24369000443054092,1.2158071205842562,2.124066466843449,0.0,9.2768699578487,3.368456979504907,4.840766226120376,0.0,4.988216819317834
1.21_418.1978m/z,418.1977629,1.20815,2.419219499111111,1.635081173222222,0.0,21.99876809222222,1.0969085051373717,0.3880545580083751,0.0,0.2188011021739005,3,3,1,3,0.6945783555777493,1.293892172383324,0.0,0.1447531933452713,3.0,3.0,3.0,3.0,1.2983248286464346,1.350830594022031,0.0,0.2623497842502775,3.1409327416415467,2.2087176724980138,0.0,5.771372062766388,4.3817062671162095,3.356902712249641,0.0,4.4692638790006365
1.21_421.1944m/z,421.1943773,1.20815,2.546098020888889,1.7813978665555557,0.0,10.608513335,0.6487162875131822,0.9587098160615536,0.0,0.1289570367139649,3,3,1,3,0.6969445488825242,0.9436834174166974,0.0,0.3407589157636519,3.0,3.0,3.0,3.0,0.9521368209989313,1.345237118027909,0.0,0.36434400775979087,2.424233675560817,2.3964025320662614,0.0,3.8651482648470847,4.979605315181296,4.999002146770371,0.0,3.5613553246278618
1.21_436.1450m/z,436.1450116,1.20815,31.74552012555556,25.141179006666665,0.0,18.95246716888889,0.0618694668899614,0.17305132658242,0.0,0.1490234804761597,3,3,1,3,0.1973394280214035,0.075952073224808,0.0,0.2500545179303153,3.0,3.0,3.0,3.0,0.2068107366290801,0.18898539377179915,0.0,0.2910932147450207,6.565314401839433,4.7513156144621895,0.0,5.516934595541328,3.389411847340033,3.7429604924289848,0.0,4.261550260049278
1.21_474.1657m/z,474.1656687,1.20815,10.434128383555556,7.848518284111112,0.0,14.567009106666664,0.0846672750509113,0.3015337979694849,0.0,0.1417204622413685,3,3,1,3,0.1864361926672761,0.4027959403532332,0.0,0.1864035194178075,3.0,3.0,3.0,3.0,0.20476083951970983,0.5031572327642201,0.0,0.23416011929714267,2.1365008874732685,3.949038741132732,0.0,3.4110125902196295,3.791298360819793,4.705881136062876,0.0,4.7330822009277105
1.21_476.1435m/z,476.1434764,1.20815,20.730399242222223,13.049498338222222,0.0,12.151178841555556,0.1344948432909302,0.2006192456757762,0.0,0.2926323646129508,3,3,1,3,0.1713886980107204,0.3067620002943397,0.0,0.2841944669107435,3.0,3.0,3.0,3.0,0.21785992903161838,0.36653922922396986,0.0,0.4079218011355224,4.516323307707649,4.783153062651449,0.0,4.9567307589671925,4.785963762952425,4.446249208412212,0.0,4.996580675350518
1.22_126.0555m/z,126.0555321,1.222433333,115.03246705666668,209.77980457777775,0.2205910066666666,0.2895944673333333,0.12360975008633,0.1001598992623869,0.0,0.277859738618688,3,3,1,3,0.0616582491256762,0.0420380300714046,1.7320508075688774,0.7700556217761916,3.0,3.0,3.0,3.0,0.13813439108943473,0.10862412896099931,1.7320508075688774,0.8186523651552976,15.889939792388112,22.787148545869762,0.3820748312394315,0.23707719561832188,3.937237390923058,3.6834162150397485,3.0,3.5121140660999677
1.22_129.5181m/z,129.5180504,1.215283333,14.894862396777777,0.0,0.0,0.0,0.1983942573747666,0.0,0.0,0.0,3,3,1,3,0.1628950069440243,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.256700340176204,0.0,0.0,0.0,3.8235162441306048,0.0,0.0,0.0,4.85399949560678,0.0,0.0,0.0
1.22_147.0897n,317.2140348,1.215283333,32.459878233333335,27.85789339444445,119.38299862,119.6208753111111,0.3060079246641071,0.0807623357802937,0.0,0.0500091993329528,3,3,1,3,0.238371552921962,0.1923873250658088,0.6409764425798459,0.0582879954704923,3.0,3.0,3.0,3.0,0.3878941185422403,0.20865147429784933,0.6409764425798459,0.07680110958762991,12.590995855307288,5.812590527583152,76.52168975996224,9.187015953736857,4.773997657043729,3.6836645239428387,2.9999999999999996,4.90966859627903
1.22_150.0319m/z,150.0319434,1.215283333,74.92123939,4.082417627222223,2.635852332666667,14.284117564111112,0.0718642640678956,0.6672618709418743,0.0,0.8557185662242051,3,3,1,3,0.0567284571567587,0.5852798547168513,1.175037957007878,0.2803427771795518,3.0,3.0,3.0,3.0,0.09155648694334247,0.8875758630957857,1.175037957007878,0.9004700646315529,6.85952547598957,3.6234553489992143,3.0972265399510897,12.862420266159832,4.795382398723872,4.933174400332696,3.0,3.4244265705433907
1.22_169.5370m/z,169.5370273,1.222433333,118.36113174444444,145.5400436222222,0.0,61.81451767111111,0.0228130105292572,0.0466546885260249,0.0,0.0500098270565869,3,3,1,3,0.0552928024511766,0.0701855959461851,0.0,0.106279006726897,3.0,3.0,3.0,3.0,0.059814107468997985,0.08427738628945225,0.0,0.1174572691368463,7.079665454314428,12.265734476933753,0.0,7.260564438660039,3.661732170879891,4.478754718157566,0.0,3.844285317694967
1.22_173.1157m/z,173.1157279,1.215283333,1.271533324444445,0.8363422538888888,1.029452874333333,79.97215861333332,0.0512869525187424,0.2269509669966112,0.0,0.0550323332245257,3,3,1,3,0.5147746462383779,0.4099451830668401,0.8595682909752644,0.0788620813638472,3.0,3.0,3.0,3.0,0.5173231948294092,0.46857421454920234,0.8595682909752644,0.09616540738318168,0.65779368173366,0.3918884147102957,0.8848850478302768,7.69055521236362,3.0397005655616645,4.120678868226957,3.0,4.574496445276544
1.22_177.5234m/z,177.5233544,1.215283333,5.520440658555555,17.38505119111111,0.0,2.30290239,0.5350281732610923,0.0686109620147735,0.0,0.0741754414395708,3,3,1,3,0.6323590074170332,0.1506465516028518,0.0,0.6923225409561106,3.0,3.0,3.0,3.0,0.8283314918826622,0.16553503441393724,0.0,0.6962847814139561,4.572754846551029,2.877835047208638,0.0,1.603475887238827,4.893236015997441,3.795487254266206,0.0,3.045909874442649
1.22_180.1355m/z,180.1355385,1.222433333,0.1560070523333333,0.3449749268888888,0.0,86.84924977222222,0.1739424829004175,0.1180288144024236,0.0,0.0346817737830081,3,3,1,3,1.1655005142311383,1.0426797439884796,0.0,0.0632218999002064,3.0,3.0,3.0,3.0,1.178408857752949,1.049338767773841,0.0,0.07210987491132864,0.18384009234152784,0.3619955646944575,0.0,6.262688537217682,3.0890493965102346,3.0512463461953003,0.0,4.103768658810409
1.22_184.0576m/z,184.0575775,1.215283333,59.40105334222222,38.36193390111112,0.006029664,23.3939134,0.0676414176937395,0.1344191883089563,0.0,0.050037738211996,3,3,1,3,0.0826887009999764,0.1611608886211989,1.7320508075688772,0.1239287792687596,3.0,3.0,3.0,3.0,0.1068306260427338,0.20986031117582268,1.7320508075688772,0.13364923335514195,6.345851716147425,8.050647385793521,0.010443684400568986,3.126578591086582,4.848800450429891,4.875175878339645,3.0,3.6352132692652432
1.22_190.0519m/z,190.0518724,1.222433333,66.84449736111112,96.94835144333332,0.0,38.45233119444444,0.0365234864997358,0.0231396840726936,0.0,0.0720322448240031,3,3,1,3,0.076652182091704,0.0703558302663555,0.0,0.0664133906120121,3.0,3.0,3.0,3.0,0.08490890463029264,0.07406340413086814,0.0,0.09797643975450841,5.675693051494433,7.180324932769029,0.0,3.76742251069289,3.863629224524569,3.427683409894507,0.0,4.973903350673572
1.22_193.0332n,194.0405292,1.215283333,138.1861676111111,20.03052741,0.0,29.630214557777776,0.1797279759592999,0.1114944374513375,0.0,0.0212751460897534,3,3,1,3,0.0487867532320756,0.1731821132923228,0.0,0.0819939074067193,3.0,3.0,3.0,3.0,0.18623182497455723,0.2059685751443291,0.0,0.08470910631662931,25.73466218045727,4.125659190027129,0.0,2.5099489951593354,3.2931439359720147,4.414849114338559,0.0,3.26808827306216
1.22_212.5375n,213.5447839,1.215283333,116.02123529222224,124.57347452222224,0.0,52.61136526666667,0.0180705298142802,0.0600626293171585,0.0,0.0287298064519792,3,3,1,3,0.0758162411800895,0.0419822208945873,0.0,0.1160810393563243,3.0,3.0,3.0,3.0,0.07794001844012027,0.07328046337007095,0.0,0.11958348329436091,9.042697218121335,9.128801936608173,0.0,6.291450319459954,3.226505075741624,4.577675063889576,0.0,3.2441047929953477
1.22_219.1346m/z,219.1345873,1.215283333,4.633724050111112,13.104644538444443,0.0,520.1185347333334,0.5093869637975562,0.2089115410586502,0.0,0.033922902303607,3,3,1,3,0.8157985177838761,0.2348993488344731,0.0,0.0246917729580083,3.0,3.0,3.0,3.0,0.9617703990585602,0.3143592468345087,0.0,0.041957680494873584,4.456578628802612,4.119566187139354,0.0,21.82296729980301,4.353739872784932,4.946245559217504,0.0,4.654749636421238
1.22_235.0472m/z,235.0471605,1.222433333,111.88626401777778,105.60532595111113,4.578530018333333,155.0215965777778,0.0250596530466698,0.062311206139685,0.0,0.0469545004756444,3,3,1,3,0.0433236769346388,0.0822793257664478,1.034816282117383,0.0546162751822222,3.0,3.0,3.0,3.0,0.05004924768621823,0.10321130683778575,1.034816282117383,0.07202543043743308,5.599823340511366,10.899663700444508,4.737937411134533,11.165497220612549,4.203584957563095,4.726271840777465,2.9999999999999996,4.911966499649108
1.22_253.5608m/z,253.5608302,1.222433333,7.881102129999999,8.141543119888889,0.0,1.382316340777778,0.113838121866162,0.2740219960402375,0.0,0.8711847764067752,3,3,1,3,0.4909147879827663,0.3586358772135444,0.0,0.933936566363113,3.0,3.0,3.0,3.0,0.5039409162294519,0.4513399458707421,0.0,1.2771845695251114,3.9716098282900845,3.6746036310349637,0.0,1.7654731006437936,3.2144713306039208,4.74161623729105,0.0,4.980803540713289
1.22_258.5610m/z,258.5610255,1.215283333,15.116397919333332,0.0,0.0,0.0,0.2727504329953268,0.0,0.0,0.0,3,3,1,3,0.36694215839767,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.45720820892529807,0.0,0.0,0.0,6.911341218100495,0.0,0.0,0.0,4.693161162141181,0.0,0.0,0.0
1.22_269.1613m/z,269.1613043,1.215283333,4.289464488444445,3.2007705212222226,0.0,929.8394937,0.0832219346247272,0.2848042059449929,0.0,0.0335390527637994,3,3,1,3,0.3400149944469574,0.4398154133251986,0.0,0.0163014604900976,3.0,3.0,3.0,3.0,0.3500515488488043,0.5239761764836004,0.0,0.037290825606348985,1.5015336879119219,1.677127499511441,0.0,34.674482401462534,3.238772126030034,4.426480177592527,0.0,3.8950064163804825
1.22_271.1405m/z,271.1405032,1.215283333,248.49812768888887,267.9482227444444,0.0,16.783870025555554,0.0616529026733495,0.0569647711048946,0.0,0.0963049734373718,3,3,1,3,0.0458036865972259,0.0355265835794623,0.0,0.1916173163038164,3.0,3.0,3.0,3.0,0.07680532607799018,0.06713511218327972,0.0,0.21445709085094322,19.08597972691515,17.9887339932587,0.0,3.5994199389009904,4.69224387470103,4.351363890660023,0.0,3.9497861248038837
1.22_277.0597n,278.0670474,1.215283333,161.5883007222222,141.52945351111111,0.0,84.75230373222222,0.0760654482181422,0.0268778023125717,0.0,0.0258490920939165,3,3,1,3,0.0222526644539362,0.0656581663747771,0.0,0.0457893894742926,3.0,3.0,3.0,3.0,0.0792536023656108,0.07094653669384852,0.0,0.05258178154559081,12.806454932373738,10.041024566786374,0.0,4.456427120333269,3.3398441299166954,3.6519922978327064,0.0,4.157211661020008
1.22_281.0756m/z,281.0755835,1.215283333,106.32454438444444,141.4630191,0.0,66.40732828333333,0.0133106633043302,0.02186784256537,0.0,0.0095802576221253,3,3,1,3,0.0793182551927082,0.0405739615964775,0.0,0.1228132602241443,3.0,3.0,3.0,3.0,0.08042735457800924,0.04609174435944293,0.0,0.12318635566892006,8.551401831552994,6.520277312672192,0.0,8.180476760933434,3.1125560380778072,4.071509346939973,0.0,3.024339282167587
1.22_318.0890m/z,318.0890067,1.215283333,37.89647770777778,30.77559074555556,0.0,21.36404216888889,0.1127555902715315,0.0989026912717819,0.0,0.1313198805501252,3,3,1,3,0.1455683327922499,0.0574347072518508,0.0,0.2217479391944574,3.0,3.0,3.0,3.0,0.18413028715938262,0.11436996081973276,0.0,0.2577150743838783,6.977889322662264,3.5198031077733196,0.0,5.505835716695513,4.764688862260668,4.211193918475949,0.0,4.24917812417076
1.22_323.0642m/z,323.0641582,1.215283333,111.28784644,106.65588886333336,0.0,50.82596927888889,0.0751728201855111,0.0557799488498468,0.0,0.0892781284891012,3,3,1,3,0.0688598996092909,0.0645989683383615,0.0,0.0537778933464002,3.0,3.0,3.0,3.0,0.10194429198755958,0.08534886879198901,0.0,0.10422401853360509,11.345160712146052,9.1029594644896,0.0,5.297286764111359,4.969613578998679,4.916807791771404,0.0,4.2825185466561315
1.22_334.1626m/z,334.1626148,1.215283333,12.895046695333336,3.873097063333333,0.0,79.62959053666667,0.3156975698914348,0.3850613729965068,0.0,0.0074784787734166,3,3,1,3,0.1961973595853813,0.6647922717075138,0.0,0.0753460502542249,3.0,3.0,3.0,3.0,0.3716965960883053,0.7682584366578682,0.0,0.07571627918536823,4.793044963055151,2.9755394949006466,0.0,6.02925630849081,4.344369797717176,4.206216753901242,0.0,3.039402465038735
1.22_342.5880m/z,342.5879582,1.215283333,100.9832331888889,113.16323766111113,0.0,41.98758209288889,0.1067301813199116,0.0238143770045629,0.0,0.032546832331335,3,3,1,3,0.0551802110535208,0.0913455701567903,0.0,0.1571965112412787,3.0,3.0,3.0,3.0,0.12015068579285058,0.09439882276482346,0.0,0.16053049380486406,12.133204721224352,10.682476415464825,0.0,6.740287287043722,3.9978872844428293,3.2706211904192695,0.0,3.1711568512740937
1.22_393.0922m/z,393.0921888,1.215283333,32.417239824444444,4.153791197222223,0.0,6.482895703111111,0.4925274584190852,0.5491321858754113,0.0,0.4359638840757903,3,3,1,3,0.1681013010791934,0.8529348185907106,0.0,0.477148393479621,3.0,3.0,3.0,3.0,0.5204241969021822,1.0144180412081973,0.0,0.6463242975617057,16.87071600142194,4.21368072987402,0.0,4.190053011479089,3.4597140007757883,4.414899265282028,0.0,4.967843500843278
1.22_432.1007m/z,432.1006803,1.215283333,20.91796801111111,13.748143359777778,0.0,0.4773385787777777,0.0994055445100952,0.1884596341180359,0.0,1.158317171496524,3,3,1,3,0.2147296547311677,0.2574024418832412,0.0,1.2195292869201604,3.0,3.0,3.0,3.0,0.236622667765189,0.3190188878097335,0.0,1.6819483795407344,4.9496653950159955,4.385917404085079,0.0,0.8028588490675603,3.8195878434551367,4.665605491564557,0.0,4.989439035694573
1.22_442.0568m/z,442.0567564,1.215283333,21.11037086755556,25.802640342222222,0.0,2.794009436444444,0.2626040445058579,0.1410109122955025,0.0,0.4960605616281687,3,3,1,3,0.2554282066619967,0.275644780298406,0.0,0.9137379027611516,3.0,3.0,3.0,3.0,0.36633925936131706,0.3096193183445865,0.0,1.03970814931172,7.733557628463028,7.988995914249372,0.0,2.9049543803251345,4.996933436989109,3.979707456102181,0.0,4.084700688288958
1.23_111.5315m/z,111.531457,1.229566667,26.846446772222222,45.17564076222222,0.0,25.92614924444445,0.1513467500187288,0.0198309323768991,0.0,0.0712401761684624,3,3,1,3,0.1584263729705197,0.0688062916449943,0.0,0.1111940060142486,3.0,3.0,3.0,3.0,0.2190998731031714,0.07160706423861515,0.0,0.13205782700775565,5.882053081064934,3.234895010081048,0.0,3.4237509319001,4.991669064932137,3.3299920973878225,0.0,4.405148303925226
1.23_125.5289m/z,125.5288907,1.229566667,91.91915646222223,134.81367524444445,0.0,80.76820882666667,0.125593066151621,0.0432371925379033,0.0,0.0241506150898448,3,3,1,3,0.0837782667921229,0.0621706633219895,0.0,0.091827686505552,3.0,3.0,3.0,3.0,0.1509715743180072,0.07572744678421352,0.0,0.09495038819393933,13.877179761084916,10.209095417857911,0.0,7.668972781821157,4.485713191307973,4.56788085190534,0.0,3.2753570868816353
1.23_133.5151m/z,133.5151148,1.229566667,16.358347313444444,22.17913846888889,0.1482597169999999,12.463623606555556,0.1572566479853894,0.1173961427219267,0.0,0.139914012923296,3,3,1,3,0.1667800791635938,0.1428560488489834,1.7320508075688776,0.129812263322678,3.0,3.0,3.0,3.0,0.2292275030213768,0.18490458355251801,1.7320508075688776,0.1908589917223093,3.749783108217317,4.101024362143533,0.2567933625597831,2.378794634753566,4.986250936772759,4.855203203574007,3.0,4.977745073849374
1.23_146.0426m/z,146.042632,1.229566667,104.16309105666666,123.1719805,59.07022710666666,261.15110052222224,0.0841173170416047,0.0250120045255163,0.0,0.0232853206131654,3,3,1,3,0.0506952105122319,0.0912276961864213,0.2547139793388862,0.02836790715568,3.0,3.0,3.0,3.0,0.09821266412819352,0.09459435988401442,0.2547139793388862,0.03670073994419167,10.230134676502841,11.651374651043806,15.046012606790805,9.584438626405536,4.283528440961124,3.2989898862070124,3.0,4.853602997421849
1.23_154.0504m/z,154.0503871,1.229566667,634.2098603555555,882.0375511111112,1.2236413863333333,17.176064793333335,0.0546197074112113,0.1223537873963198,0.0,0.0532765004710314,3,3,1,3,0.0263042108331952,0.0329509619552266,1.5844923762160763,0.1949843668187334,3.0,3.0,3.0,3.0,0.06062362530601015,0.12671312159361642,1.5844923762160763,0.20213185994825802,38.44810093957222,111.76573146407789,1.9388504478676372,3.4718299232682592,3.8803545776231876,3.2885910520514163,2.999999999999999,3.296973624884462
1.23_214.0046m/z,214.004581,1.229566667,60.10710811444445,86.74525295000001,1.9567445726666663,66.95982179666667,0.1345393244910932,0.1195083070143014,0.0,0.0199242119956506,3,3,1,3,0.1179472496094745,0.140024691456895,1.2618939917290823,0.1063531267938902,3.0,3.0,3.0,3.0,0.17892004785646398,0.18409005856651567,1.2618939917290823,0.10820333544990614,10.754366660350057,15.968938695932717,2.469204219596557,7.245276059530661,4.932651577849409,4.903631673972478,3.0000000000000004,3.1402126377804063
1.23_391.1564m/z,391.156364,1.229566667,0.7486406046666666,0.0355205305555555,0.0,54.880933803333335,0.7516352827750423,1.7320508075688772,0.0,0.0961511162819928,3,3,1,3,1.0026212111850603,0.3373496445408053,0.0,0.0837293676383275,3.0,3.0,3.0,3.0,1.253078166528535,1.764597626279659,0.0,0.12749762416369767,0.9381051962845205,0.06267944390252733,0.0,6.997188671810164,4.708417844086644,3.1515216616592676,0.0,4.925825237764651
1.23_91.0179m/z,91.0179004,1.229566667,23.48116649111111,37.03862236333333,0.0,20.75980004111111,0.2106264831350744,0.0590338924532419,0.0,0.0679875357102415,3,3,1,3,0.1071473279601544,0.1210338800370401,0.0,0.1408917183410183,3.0,3.0,3.0,3.0,0.23631348943056693,0.13466328592085353,0.0,0.156437787343839,5.548916389414568,4.987742593428076,0.0,3.24761718413196,3.9701635385553686,3.900617494907863,0.0,3.8835183918668563
1.24_119.0494m/z,119.0493726,1.24385,23.207066381111108,4.857514577111111,0.0,146.15974957777777,0.1263493801721953,0.3076769030256393,0.0,0.0099352071073312,3,3,1,3,0.0810127755152626,0.576133694755257,0.0,0.0361611838671106,3.0,3.0,3.0,3.0,0.15009075809850608,0.6531424889622419,0.0,0.03750119410014225,3.4831661863833205,3.172649161064723,0.0,5.481165138544428,4.406699163204341,4.054975304781266,0.0,3.3002347039556637
1.24_136.0728m/z,136.0727846,1.24385,41.220232716666665,37.98724560888888,2.0055573376666667,1699.0416924444446,0.0560866847893221,0.1314880187144647,0.0,0.0207419510950324,3,3,1,3,0.130644916672514,0.1248428605018728,1.578415265840275,0.0323612073130791,3.0,3.0,3.0,3.0,0.1421752807735047,0.18131419934397164,1.578415265840275,0.038437953561405946,5.8604981600412875,6.8876270228584895,3.1656023182910458,65.30768567307213,3.7129965570955537,4.989290212090878,3.000000000000001,4.405983078612066
1.24_146.1295m/z,146.1294624,1.24385,0.0,0.0,0.0,41.38557395555555,0.0,0.0,0.0,0.0137208062537326,3,3,1,3,0.0,0.0,0.0,0.0879248833688247,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.08898901977027218,0.0,0.0,0.0,3.6828616589349945,0.0,0.0,0.0,3.0973504992545458
1.24_157.0486m/z,157.0485641,1.236716667,16.870423375555557,8.750194632777777,0.000596243,3.2724369714444443,0.0656966694568776,0.155723765321326,0.0,0.2277027297353733,3,3,1,3,0.0916492087885842,0.2283452805532206,1.7320508075688774,0.5965522545888708,3.0,3.0,3.0,3.0,0.11276360161550239,0.2763900472824238,1.7320508075688774,0.6385320082689712,1.9023697006060059,2.4184667082838605,0.00103272316965729,2.089555751310051,4.626038327486343,4.52948739770239,3.0,3.570659950531315
1.24_165.0557m/z,165.055699,1.24385,82.51856596888888,70.43732670222222,0.0,1033.285893,0.0276572639513455,0.0439047808638369,0.0,0.0206479972703695,3,3,1,3,0.0822630067937316,0.0851040625836759,0.0,0.0153978366501854,3.0,3.0,3.0,3.0,0.08678782481442847,0.09576184653058734,0.0,0.025757196368839892,7.161606847245787,6.745208469683046,0.0,26.614547651153085,3.4464322519785484,3.9941698692841556,0.0,4.699013577770824
1.24_171.1499m/z,171.149918,1.236716667,114.09405937777778,114.8977441,14.80847785,102.45621688333334,0.0181255785787389,0.0540801436906638,0.0,0.2225364038354321,3,3,1,3,0.0415932225027548,0.0553231777579915,0.5319457060044327,0.0482635750977568,3.0,3.0,3.0,3.0,0.04537105637934505,0.07736482365290552,0.5319457060044327,0.22770995523521437,5.176568000577498,8.889043710413166,7.877306204769253,23.33030056007325,3.733182194568797,4.997936099454899,2.999999999999999,3.1877314540336203
1.24_173.0314m/z,173.0313987,1.24385,83.85133758555556,93.25220104777776,49.87602399333334,55.63414856666666,0.0480099482268821,0.0642458863941936,0.0,0.0291861664419577,3,3,1,3,0.0554557025934908,0.1153143451911623,0.4288217551093363,0.0499863630533641,3.0,3.0,3.0,3.0,0.07335046065898702,0.1320035307309701,0.4288217551093363,0.05788323421233804,6.150534238772733,12.309619786740933,21.38792414669657,3.220284451688377,4.919639153639506,4.132491830381852,3.0000000000000004,4.221684366464196
1.24_174.0335m/z,174.0334683,1.236716667,11.032262984444444,6.767503553,0.0,0.8468828057777779,0.2563366708000128,0.1725645889894811,0.0,1.051048590997214,3,3,1,3,0.257538191895606,0.3685297097382309,0.0,0.3472036552426092,3.0,3.0,3.0,3.0,0.3633653933462736,0.4069308102526193,0.0,1.10691170327676,4.00874257884219,2.75390570420977,0.0,0.9374244890192815,4.999912531074754,3.8368085344584353,0.0,3.431361982352064
1.24_182.0821m/z,182.0820985,1.24385,70.30568994444444,72.35411805555556,0.0,4932.221931666667,0.2084450744644967,0.2419941490044577,0.0,0.0106267350078848,3,3,1,3,0.1322297359525947,0.1182131053134127,0.0,0.0130043820349013,3.0,3.0,3.0,3.0,0.24684823705791883,0.26932416605316295,0.0,0.01679408970553236,17.35483561792676,19.486712505824602,0.0,82.8321775680041,4.385325586396536,3.9030874347239997,0.0,4.84731541788932
1.24_212.0554m/z,212.0554204,1.236716667,79.93060902111111,96.33108571222222,0.502027961,38.71163126111112,0.031820146108048,0.0668398301530105,0.0,0.1042451638043023,3,3,1,3,0.052716253927786,0.0436558867238122,1.7320508075688774,0.0638161931602061,3.0,3.0,3.0,3.0,0.06157536135920223,0.07983357276563297,1.7320508075688774,0.12222749562208396,4.921756134136026,7.690454740799119,0.8695379352722069,4.731625740491189,4.286594372917077,4.443656446285617,3.0,4.314426739967907
1.24_245.1600m/z,245.1600101,1.236716667,152.13862176666666,189.18173550000003,0.8059331523333334,163.99609825555555,0.111450049123212,0.0576348094430195,0.0,0.1403469980701287,3,3,1,3,0.0390130941449337,0.0513014187838509,0.3287576584614715,0.1391846408590943,3.0,3.0,3.0,3.0,0.11808105252041003,0.0771596191590473,0.3287576584614715,0.19766042628298608,17.96468858721256,14.597190663027622,0.2649566960375791,32.41553868993958,3.482889614546945,4.946994198062484,2.999999999999999,4.999723374497644
1.24_260.1608m/z,260.160807,1.24385,25.455297839222226,27.113961325444446,10.94085695266667,1507.102431788889,0.1558675292797496,0.1776577850434568,0.0,0.0359030933301449,3,3,1,3,0.4143076947637452,0.0604755858321791,0.8701590265839779,0.0279673903316523,3.0,3.0,3.0,3.0,0.4426573761095846,0.18766881751716868,0.8701590265839779,0.045510515627007496,11.267975349598089,5.088445060152403,9.520285435926976,68.58900877342923,3.555023504216902,3.457361016488237,3.0000000000000004,4.773991332304007
1.24_91.0548m/z,91.05476371,1.24385,0.0916442871111111,0.0881729125555555,0.0,136.03003941111112,1.7320508075688772,1.7320508075688774,0.0,0.0209042524504586,3,3,1,3,0.5773502691896256,0.5773502691896257,0.0,0.0410981363545804,3.0,3.0,3.0,3.0,1.8257418583505536,1.8257418583505538,0.0,0.0461090509806067,0.16731881105745167,0.16098097722536078,0.0,6.272216022100861,3.4390243902439024,3.4390243902439024,0.0,3.9699453306327612
1.24_95.0501m/z,95.05007445,1.24385,0.0,0.0,0.0,31.866060504444444,0.0,0.0,0.0,0.0555646858083583,3,3,1,3,0.0,0.0,0.0,0.0441258653265779,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.07095439591597454,0.0,0.0,0.0,2.2610370733147502,0.0,0.0,0.0,4.804797745009249
1.25_118.0665m/z,118.0665067,1.251,0.0,0.0,0.0,23.63484333222222,0.0,0.0,0.0,0.049234826030353,3,3,1,3,0.0,0.0,0.0,0.0982696913181957,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.10991360391695193,0.0,0.0,0.0,2.5977908086570856,0.0,0.0,0.0,3.9445569920127554
1.25_123.0472m/z,123.0471974,1.251,2.6178764903333334,0.0,0.0,384.0972274777778,0.7871017685179293,0.0,0.0,0.0223985284553328,3,3,1,3,0.7231102481327086,0.0,0.0,0.024946812961926,3.0,3.0,3.0,3.0,1.068839382207916,0.0,0.0,0.03352666929358883,2.7980894906245077,0.0,0.0,12.877500722231815,4.971579340319547,0.0,0.0,4.954441040669548
1.25_128.0368m/z,128.0367811,1.251,22.32601366,13.970241116111112,0.0,2.5366414312222223,0.1046831866481122,0.0703587736035554,0.0,0.3068844348380578,3,3,1,3,0.1174326044185638,0.2885380569514705,0.0,0.8076828215711963,3.0,3.0,3.0,3.0,0.1573181049572184,0.2969925375027568,0.0,0.8640194422622,3.512286160240172,4.149057358599184,0.0,2.191707514623813,4.9483065386650615,3.2370050132439094,0.0,3.565678354159918
1.25_153.9919m/z,153.9919435,1.251,0.0,16.831300947777777,0.0,0.0,0.0,0.1335756178203767,0.0,0.0,3,3,1,3,0.0,0.0904095190159946,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.16129577429306333,0.0,0.0,0.0,2.7148177187313873,0.0,0.0,0.0,4.514591970887135,0.0,0.0
